register,block,description,fields,scope_count,sample_value,ported_by_us,importance_guess,address
USE_SP_SHARED,IPIPE,VFI-1 Table (used for MAC-in-MAC and HG ports) - address is VFI value.,"ENABLE           enable sp_shared resource usage per service pool; BC_INDEX         Default Multicast group for broadcasting to this VFI.; VP_0             Virtual Port 0 for switching with PT2PT_EN.; UUC_INDEX        Default unknown unicast group for this VFI.; VP_1             Virtual Port 1 for switching with PT2PT_EN.; UMC_INDEX        Default unknown multicast group for this VFI.; BVID             Expected incoming MAC-in-MAC B-VID.  If set to 0, the B-VID will not be verified for incoming MAC-in-MAC tunnels.  Otherwise, it will be checked for all terminated outer tagged MAC-in-MAC tunnels.; TRUST_DOT1P_PTR  Profile pointer into the ING_PRI_CNG_MAP table.; PT2PT_EN         Enables point to point mim vp switching.; SERVICE_CTR_IDX  Index into the Ingress Service Instance Counter Table.; PHB2_DOT1P_MAPPING_PTR When assigning the PHB2 COS value, this mapping pointer selects a profile in the PHB2_COS_MAP table.; PHB2_USE_INNER_DOT1P If set to 1, then the inner tag's priority value will be used.  When set to 0, the outer tag's priority will be used.  If the tag is not present, the PHB2 value will default back to the regular switch COS value.; PHB2_ENABLE      Enables the PHB2 COS on a per-VFI basis.  When set to 0, the PHB2 COS will be set to the switching COS value.; L2_PROTOCOL_PKT_DROP For L2_USER_ENTRY packets that match as L2 protocol packets, this indicates to drop those packets.; L2_PROTOCOL_TO_CPU For L2_USER_ENTRY packets that match as L2 protocol packets, this indicates to copy to CPU.; DOT1P_REMAP_POINTER Pointer to select one of 64 profiles in the ING_OUTER_DOT1P_MAPPING_TABLE.; USE_SERVICE_CTR_IDX Override the Ingress Service Instance Counter Table Index.; PROTOCOL_PKT_INDEX Index into the protocol packet control memories.; EVEN_PARITY      Even parity for the  VFI RAM.; TPID_ENABLE      Indicates if MPLS_TPID[3] to MPLS_TPID[0] are allowed to match and qualify an SD-TAG in L2 payload.; SD_TAG_MODE      0=raw mode (no SD-TAG).  1=sd_tag is present if TPID matches one of the four enabled TPID values. Note: this bit and the TPID_ENABLEs should be set by software for SVPs that come from a VXLT table hit.; EVEN_PARITY      Even parity for the  VFI RAM.",1,0x00000007,yes,HIGH (data path),0x02380132
VFI_1_PARITY_CONTROL,IPIPE,"VFI_1_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the VFI_1 table.,1,0x00000001,no,low (parity init),0x05180d18
VFI_PARITY_CONTROL,IPIPE,"VFI_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the VFI table.,1,0x00000001,no,low (parity init),0x05180d15
VFP_KEY_CONTROL,IPIPE,VFP slice key control register.,SLICE_0_F2       VFP slice 0 F2 key select value.; SLICE_0_F3       VFP slice 0 F3 key select value.; SLICE_1_F2       VFP slice 1 F2 key select value.; SLICE_1_F3       VFP slice 1 F3 key select value.; SLICE_2_F2       VFP slice 2 F2 key select value.; SLICE_2_F3       VFP slice 2 F3 key select value.; SLICE_3_F2       VFP slice 3 F2 key select value.; SLICE_3_F3       VFP slice 3 F3 key select value.; SLICE_0_DOUBLE_WIDE_MODE VFP slice 0 double wide mode enable.; SLICE_1_DOUBLE_WIDE_MODE VFP slice 1 double wide mode enable.; SLICE_2_DOUBLE_WIDE_MODE VFP slice 2 double wide mode enable.; SLICE_3_DOUBLE_WIDE_MODE VFP slice 3 double wide mode enable.; SLICE1_0_PAIRING VFP slice pairing for slices 0/1.; SLICE3_2_PAIRING VFP slice pairing for slices 2/3.; SLICE_0_DOUBLE_WIDE_KEY_SELECT VFP slice 0 double wide F2 key select.; SLICE_1_DOUBLE_WIDE_KEY_SELECT VFP slice 1 double wide F2 key select.; SLICE_2_DOUBLE_WIDE_KEY_SELECT VFP slice 2 double wide F2 key select.; SLICE_3_DOUBLE_WIDE_KEY_SELECT VFP slice 3 double wide F2 key select.,1,0x00000003,no,medium (ACL / filter),0x04180621
VFP_POLICY_PARITY_CONTROL,IPIPE,VFP_POLICY_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the VFP POLICY table.,1,0x00000001,no,medium (ACL / filter),0x04180d11
VLAN_COS_MAP_PARITY_CONTROL,IPIPE,"Parity Control for VLAN_COS_MAP table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the VLAN_COS_MAP table.,1,0x00000001,no,low (parity init),0x0f180d46
VLAN_MPLS_PARITY_CONTROL,IPIPE,"VLAN_MPLS_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the VLAN_MPLS table.,1,0x00000001,no,low (parity init),0x05180d12
VLAN_PARITY_CONTROL,IPIPE,VLAN_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the VLAN table.,1,0x00000001,no,low (parity init),0x05180d01
VLAN_PROFILE_2_PARITY_CONTROL,IPIPE,"Parity Control for VLAN_PROFILE_2 table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the VLAN_PROFILE_2 table.,1,0x00000001,no,low (parity init),0x0f180d3d
VLAN_PROT_PARITY_CONTROL,IPIPE,VLAN_PROT_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the VLAN_PROTOCOL table.,1,0x00000001,no,low (parity init),0x04180d1a
VLAN_RANGE_PARITY_CONTROL,IPIPE,VLAN_RANGE_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the ING_VLAN_RANGE table.,1,0x00000001,no,low (parity init),0x02180d0c
VLAN_STG_PARITY_CONTROL,IPIPE,VLAN_STG_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the VLAN_STG table.,1,0x00000001,no,low (parity init),0x05180d04
VLAN_SUBNET_PARITY_CONTROL,IPIPE,VLAN_SUBNET_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the VLAN_SUBNET table.,1,0x00000001,no,low (parity init),0x04180d1d
VLAN_XLATE_PARITY_CONTROL,IPIPE,VLAN_XLATE_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the VLAN_XLATE table.,1,0x00000001,no,low (parity init),0x04180d0c
VOQ_COS_MAP_PARITY_CONTROL,IPIPE,"Parity Control for VOQ_COS_MAP table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the VOQ_COS_MAP table.,1,0x00000001,no,low (parity init),0x0f180d4f
VRF_PARITY_CONTROL,IPIPE,"VRF_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the VRF table.,1,0x00000001,no,low (parity init),0x05180d1b
WERRCOUNT,MMU,The count in the bucket controlling WERR/WRR,"COUNT            Count shows tokens currently available for this queue; SIGN             Sign (set if negative) shows queue is currently not eligible for service, has already used its tokens",2,0x01ffffe0,no,medium (MMU),0x06300140
XLPORT_CONFIG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,"XLPORT Configuration Register, per Port 0,1,2,3","XLP_RES_0        Reserved.; HIGIG_MODE       XLPORT is configured as HIGIG port.; XPAUSE_EN        XLPORT pause enable for both RX and TX. For RX Pause decode only or sending TX Pause only, this bit should be 0; XLP_RES_4_3      Reserved.; MY_MODID         My module ID.; HONOR_PAUSE_FOR_E2E When set, no E2E packets TX if local port is paused.; MH_INBAND        Setting this bit keeps HiGig/HiGig2 Module Header in-band.; LLFC_EN          Link Level Flow Control enable; HIGIG2_MODE      XLPORT is configured as HIGIG2 port.; XPAUSE_RX_EN     If set, XLPORT is allowed to decode rx pause frame and act upon them.; XPAUSE_TX_EN     If set, XLPORT is allowed to transmit a pause frame upon MMU BKP.; PFC_ENABLE       Enable Priority Flow Control or PFC for Rx and Tx",52,0x00010040,no,unknown,0x00500200
XLPORT_ECC_CONTROL,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,XLPORT memories ECC control register,TXFIFO_MEM_EN    TX FIFO memory ECC enable; MIB_TSC_MEM_EN   MIB Transmit Statistic Counter Memory ECC enable; MIB_RSC_MEM_EN   MIB Receive Statistic Counter Memory ECC enable,16,0x00000007,no,low (parity init),0x00580242
XLPORT_INTR_ENABLE,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,XLPORT interrupt enable register,TXFIFO_MEM_ERR   Error occurred on TX FIFO memory ECC; MIB_TSC_MEM0_ERR Error occurred on MIB TX Statistic Counter memory instance 0 ECC; MIB_TSC_MEM1_ERR Error occurred on MIB TX Statistic Counter memory instance 1 ECC; MIB_TSC_MEM2_ERR Error occurred on MIB TX Statistic Counter memory instance 2 ECC; MIB_TSC_MEM3_ERR Error occurred on MIB TX Statistic Counter memory instance 3 ECC; MIB_RSC_MEM0_ERR Error occurred on MIB RX Statistic Counter memory instance 0 ECC; MIB_RSC_MEM1_ERR Error occurred on MIB RX Statistic Counter memory instance 1 ECC; MIB_RSC_MEM2_ERR Error occurred on MIB RX Statistic Counter memory instance 2 ECC; MIB_RSC_MEM3_ERR Error occurred on MIB RX Statistic Counter memory instance 3 ECC; MIB_RSC_MEM4_ERR Error occurred on MIB RX Statistic Counter memory instance 4 ECC,16,0x000003ff,no,unknown,0x00580253
XLPORT_LINKSTATUS_DOWN,,?,,1,0x00000003,no,low (statistics),
XLPORT_MODE_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,XLPORT Mode Register,"CORE_PORT_MODE   XLPort Core Side Port Mode; PHY_PORT_MODE    XLPort PHY Side Port Mode; PORT0_MAC_MODE   Port0 MAC Mode (XMAC 1'd0, UniMAC 1'd1).; PORT1_MAC_MODE   Port1 MAC Mode (XMAC 1'd0, UniMAC 1'd1).; PORT2_MAC_MODE   Port2 MAC Mode (XMAC 1'd0, UniMAC 1'd1).; PORT3_MAC_MODE   Port3 MAC Mode (XMAC 1'd0, UniMAC 1'd1).",12,0x0000000a,no,unknown,0x00580229
XLPORT_PORT_ENABLE,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,XLPORT Port Enable Register,PORT0            Enable Sub-Port 0.; PORT1            Enable Sub-Port 1.; PORT2            Enable Sub-Port 2.; PORT3            Enable Sub-Port 3.,16,0x0000000f,no,unknown,0x0058022a
XLPORT_XGXS0_STATUS0_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane0: first set,XGXS0_AUTONEG_COMPLETE XGXS0_AutoNeg_Complete; XGXS0_DUPLEX_STATUS XGXS0_Duplex_Status; XGXS0_FIBER_RXACT XGXS0_Fiber_RxAct -- Not used tied to 0; XGXS0_FIBER_TXACT XGXS0_Fiber_TxAct -- Not used tied to 0.; XGXS0_LINK_STATUS XGXS0_Link_Status; XGXS0_SGMII      XGXS0_Sgmii; XGXS0_TICK       XGXS0_tick; RX0_ACT          Rx0 active packet -- rx_active[0]; TX0_ACT          Tx0 active packet -- tx_active[0]; XGXS0_LINK       XGXS0_Link -- Main Link up indicate; XGXS0_LINK10G    XGXS0_Link10G; XGXS0_SPEED_R2_12000 XGXS0_Speed R2 12000; XGXS0_SPEED_X2_10000 XGXS0_Speed X2 10000; XGXS0_SPEED40G_KR4 XGXS0_Speed40g KR4; XGXS0_SPEED40G_CR4 XGXS0_Speed40g CR4; XGXS0_SPEED15750_HI_DXGXS XGXS0_Speed15.75g_HI_DXGXS; XGXS0_SPEED20G_DXGXS XGXS0_Speed20g_DXGXS; XGXS0_SPEED20G_HI_DXGXS XGXS0_Speed20g_HI_DXGXS; XGXS0_SPEED40G   XGXS0_Speed40g,16,0x00000002,no,low (statistics),0x00580239
XLPORT_XGXS0_STATUS1_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane0 : second set,XGXS0_SPEED_10   XGXS0_Speed_10; XGXS0_SPEED_100  XGXS0_Speed_100; XGXS0_SPEED1000  XGXS0_Speed1000; XGXS0_SPEED2500  XGXS0_Speed2500; XGXS0_SPEED5000  XGXS0_Speed5000; XGXS0_SPEED5000_SINGLE XGXS0_Speed5000_Single; XGXS0_SPEED6000  XGXS0_Speed6000; XGXS0_SPEED6364_SINGLE XGXS0_Speed6364_single; XGXS0_SPEED10000 XGXS0_Speed10000; XGXS0_SPEED10000_CX4 XGXS0_Speed10000_CX4; XGXS0_SPEED12000 XGXS0_Speed12000; XGXS0_SPEED12500 XGXS0_Speed12500; XGXS0_SPEED13000 XGXS0_Speed13000; XGXS0_SPEED15000 XGXS0_Speed15000; XGXS0_SPEED16000 XGXS0_Speed16000; XGXS0_SPEED20000 XGXS0_Speed20000; XGXS0_SPEED21000 XGXS0_Speed20000; XGXS0_SPEED25455 XGXS0_Speed25455; XGXS0_SPEED31500 XGXS0_Speed31500; XGXS0_SPEED10000_DXGXS XGXS0_Speed25455; XGXS0_SPEED10000_HI_DXGXS XGXS0_Speed25455; XGXS0_SPEED10500_DXGXS XGXS0_Speed25455; XGXS0_SPEED10500_HI_DXGXS XGXS0_Speed25455; XGXS0_SPEED12773_DXGXS XGXS0_Speed25455; XGXS0_SPEED12773_HI_DXGXS XGXS0_Speed25455; XGXS0_SPEED10000_KR XGXS0_Speed10000_KR; XGXS0_SPEED10000_KX4 XGXS0_Speed10000_KX4; XGXS0_SPEED1000_KX XGXS0_Speed1000_KX; XGXS0_SPEED10G_SINGLE XGXS0_Speed10g_single; XGXS0_SPEED10G_SFI XGXS0_Speed10g_sfi,12,0x10000000,no,low (statistics),0x0058023a
XLPORT_XGXS1_STATUS0_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane1: first set,XGXS1_AUTONEG_COMPLETE XGXS1_AutoNeg_Complete; XGXS1_DUPLEX_STATUS XGXS1_Duplex_Status; XGXS1_FIBER_RXACT XGXS1_Fiber_RxAct -- Not used tied to 0; XGXS1_FIBER_TXACT XGXS1_Fiber_TxAct -- Not used tied to 0; XGXS1_LINK_STATUS XGXS1_Link_Status; XGXS1_SGMII      XGXS1_Sgmii; XGXS1_TICK       XGXS1_tick; RX1_ACT          Rx1 active packet -- rx_active[1]; TX1_ACT          Tx1 active packet -- tx_active[1]; XGXS1_LINK       XGXS1_Link -- Main Link up indicate; XGXS1_LINK10G    XGXS1_Link10G; XGXS1_SPEED_R2_12000 XGXS1_Speed R2 12000; XGXS1_SPEED_X2_10000 XGXS1_Speed X2 10000; XGXS1_SPEED40G_KR4 XGXS1_Speed40g KR4; XGXS1_SPEED40G_CR4 XGXS1_Speed40g CR4; XGXS1_SPEED15750_HI_DXGXS XGXS1_Speed15.75g_HI_DXGXS; XGXS1_SPEED20G_DXGXS XGXS1_Speed20g_DXGXS; XGXS1_SPEED20G_HI_DXGXS XGXS1_Speed20g_HI_DXGXS; XGXS1_SPEED40G   XGXS1_Speed40g,16,0x00000002,no,low (statistics),0x0058023b
XLPORT_XGXS1_STATUS1_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane1 : second set,XGXS1_SPEED_10   XGXS1_Speed_10; XGXS1_SPEED_100  XGXS1_Speed_100; XGXS1_SPEED1000  XGXS1_Speed1000; XGXS1_SPEED2500  XGXS1_Speed2500; XGXS1_SPEED5000  XGXS1_Speed5000; XGXS1_SPEED5000_SINGLE XGXS1_Speed5000_Single; XGXS1_SPEED6000  XGXS1_Speed6000; XGXS1_SPEED6364_SINGLE XGXS1_Speed6364_single; XGXS1_SPEED10000 XGXS1_Speed10000; XGXS1_SPEED10000_CX4 XGXS1_Speed10000_CX4; XGXS1_SPEED12000 XGXS1_Speed12000; XGXS1_SPEED12500 XGXS1_Speed12500; XGXS1_SPEED13000 XGXS1_Speed13000; XGXS1_SPEED15000 XGXS1_Speed15000; XGXS1_SPEED16000 XGXS1_Speed16000; XGXS1_SPEED20000 XGXS1_Speed20000; XGXS1_SPEED21000 XGXS1_Speed20000; XGXS1_SPEED25455 XGXS1_Speed25455; XGXS1_SPEED31500 XGXS1_Speed31500; XGXS1_SPEED10000_DXGXS XGXS1_Speed25455; XGXS1_SPEED10000_HI_DXGXS XGXS1_Speed25455; XGXS1_SPEED10500_DXGXS XGXS1_Speed25455; XGXS1_SPEED10500_HI_DXGXS XGXS1_Speed25455; XGXS1_SPEED12773_DXGXS XGXS1_Speed25455; XGXS1_SPEED12773_HI_DXGXS XGXS1_Speed25455; XGXS1_SPEED10000_KR XGXS1_Speed10000_KR; XGXS1_SPEED10000_KX4 XGXS1_Speed10000_KX4; XGXS1_SPEED1000_KX XGXS1_Speed1000_KX; XGXS1_SPEED10G_SINGLE XGXS1_Speed10g_single; XGXS1_SPEED10G_SFI XGXS1_Speed10g_sfi,12,0x10000000,no,low (statistics),0x0058023c
XLPORT_XGXS2_STATUS0_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane2: first set,XGXS2_AUTONEG_COMPLETE XGXS2_AutoNeg_Complete; XGXS2_DUPLEX_STATUS XGXS2_Duplex_Status; XGXS2_FIBER_RXACT XGXS2_Fiber_RxAct -- Not used tied to 0; XGXS2_FIBER_TXACT XGXS2_Fiber_TxAct -- Not used tied to 0; XGXS2_LINK_STATUS XGXS2_Link_Status; XGXS2_SGMII      XGXS2_Sgmii; XGXS2_TICK       XGXS2_tick; RX2_ACT          Rx2 active packet -- rx_active[2]; TX2_ACT          Tx2 active packet -- tx_active[2]; XGXS2_LINK       XGXS2_Link -- Main Link up indicate; XGXS2_LINK10G    XGXS2_Link10G; XGXS2_SPEED_R2_12000 XGXS2_Speed R2 12000; XGXS2_SPEED_X2_10000 XGXS2_Speed X2 10000; XGXS2_SPEED40G_KR4 XGXS2_Speed40g KR4; XGXS2_SPEED40G_CR4 XGXS2_Speed40g CR4; XGXS2_SPEED15750_HI_DXGXS XGXS2_Speed15.75g_HI_DXGXS; XGXS2_SPEED20G_DXGXS XGXS2_Speed20g_DXGXS; XGXS2_SPEED20G_HI_DXGXS XGXS2_Speed20g_HI_DXGXS; XGXS2_SPEED40G   XGXS2_Speed40g,16,0x00000002,no,low (statistics),0x0058023d
XLPORT_XGXS2_STATUS1_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane2 : second set,XGXS2_SPEED_10   XGXS2_Speed_10; XGXS2_SPEED_100  XGXS2_Speed_100; XGXS2_SPEED1000  XGXS2_Speed1000; XGXS2_SPEED2500  XGXS2_Speed2500; XGXS2_SPEED5000  XGXS2_Speed5000; XGXS2_SPEED5000_SINGLE XGXS2_Speed5000_Single; XGXS2_SPEED6000  XGXS2_Speed6000; XGXS2_SPEED6364_SINGLE XGXS2_Speed6364_single; XGXS2_SPEED10000 XGXS2_Speed10000; XGXS2_SPEED10000_CX4 XGXS2_Speed10000_CX4; XGXS2_SPEED12000 XGXS2_Speed12000; XGXS2_SPEED12500 XGXS2_Speed12500; XGXS2_SPEED13000 XGXS2_Speed13000; XGXS2_SPEED15000 XGXS2_Speed15000; XGXS2_SPEED16000 XGXS2_Speed16000; XGXS2_SPEED20000 XGXS2_Speed20000; XGXS2_SPEED21000 XGXS2_Speed20000; XGXS2_SPEED25455 XGXS2_Speed25455; XGXS2_SPEED31500 XGXS2_Speed31500; XGXS2_SPEED10000_DXGXS XGXS2_Speed25455; XGXS2_SPEED10000_HI_DXGXS XGXS2_Speed25455; XGXS2_SPEED10500_DXGXS XGXS2_Speed25455; XGXS2_SPEED10500_HI_DXGXS XGXS2_Speed25455; XGXS2_SPEED12773_DXGXS XGXS2_Speed25455; XGXS2_SPEED12773_HI_DXGXS XGXS2_Speed25455; XGXS2_SPEED10000_KR XGXS2_Speed10000_KR; XGXS2_SPEED10000_KX4 XGXS2_Speed10000_KX4; XGXS2_SPEED1000_KX XGXS2_Speed1000_KX; XGXS2_SPEED10G_SINGLE XGXS2_Speed10g_single; XGXS2_SPEED10G_SFI XGXS2_Speed10g_sfi,12,0x10000000,no,low (statistics),0x0058023e
XLPORT_XGXS3_STATUS0_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane3: first set,XGXS3_AUTONEG_COMPLETE XGXS3_AutoNeg_Complete; XGXS3_DUPLEX_STATUS XGXS3_Duplex_Status; XGXS3_FIBER_RXACT XGXS3_Fiber_RxAct -- Not used tied to 0; XGXS3_FIBER_TXACT XGXS3_Fiber_TxAct -- Not used tied to 0; XGXS3_LINK_STATUS XGXS3_Link_Status; XGXS3_SGMII      XGXS3_Sgmii; XGXS3_TICK       XGXS3_tick; RX3_ACT          Rx3 active packet -- rx_active[3]; TX3_ACT          Tx3 active packet -- tx_active[3]; XGXS3_LINK       XGXS3_Link -- Main Link up indicate; XGXS3_LINK10G    XGXS3_Link10G; XGXS3_SPEED_R2_12000 XGXS3_Speed R2 12000; XGXS3_SPEED_X2_10000 XGXS3_Speed X2 10000; XGXS3_SPEED40G_KR4 XGXS3_Speed40g KR4; XGXS3_SPEED40G_CR4 XGXS3_Speed40g CR4; XGXS3_SPEED15750_HI_DXGXS XGXS3_Speed15.75g_HI_DXGXS; XGXS3_SPEED20G_DXGXS XGXS3_Speed20g_DXGXS; XGXS3_SPEED20G_HI_DXGXS XGXS3_Speed20g_HI_DXGXS; XGXS3_SPEED40G   XGXS3_Speed40g,16,0x00000002,no,low (statistics),0x0058023f
XLPORT_XGXS3_STATUS1_REG,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Status signals from Warpcore Lane3 : second set,XGXS3_SPEED_10   XGXS3_Speed_10; XGXS3_SPEED_100  XGXS3_Speed_100; XGXS3_SPEED1000  XGXS3_Speed1000; XGXS3_SPEED2500  XGXS3_Speed2500; XGXS3_SPEED5000  XGXS3_Speed5000; XGXS3_SPEED5000_SINGLE XGXS3_Speed5000_Single; XGXS3_SPEED6000  XGXS3_Speed6000; XGXS3_SPEED6364_SINGLE XGXS3_Speed6364_single; XGXS3_SPEED10000 XGXS3_Speed10000; XGXS3_SPEED10000_CX4 XGXS3_Speed10000_CX4; XGXS3_SPEED12000 XGXS3_Speed12000; XGXS3_SPEED12500 XGXS3_Speed12500; XGXS3_SPEED13000 XGXS3_Speed13000; XGXS3_SPEED15000 XGXS3_Speed15000; XGXS3_SPEED16000 XGXS3_Speed16000; XGXS3_SPEED20000 XGXS3_Speed20000; XGXS3_SPEED21000 XGXS3_Speed20000; XGXS3_SPEED25455 XGXS3_Speed25455; XGXS3_SPEED31500 XGXS3_Speed31500; XGXS3_SPEED10000_DXGXS XGXS3_Speed25455; XGXS3_SPEED10000_HI_DXGXS XGXS3_Speed25455; XGXS3_SPEED10500_DXGXS XGXS3_Speed25455; XGXS3_SPEED10500_HI_DXGXS XGXS3_Speed25455; XGXS3_SPEED12773_DXGXS XGXS3_Speed25455; XGXS3_SPEED12773_HI_DXGXS XGXS3_Speed25455; XGXS3_SPEED10000_KR XGXS3_Speed10000_KR; XGXS3_SPEED10000_KX4 XGXS3_Speed10000_KX4; XGXS3_SPEED1000_KX XGXS3_Speed1000_KX; XGXS3_SPEED10G_SINGLE XGXS3_Speed10g_single; XGXS3_SPEED10G_SFI XGXS3_Speed10g_sfi,12,0x10000000,no,low (statistics),0x00580240
